time,hour_of_day,osnr_db,ber,power_dbm,latency_ms,event,fault_cause,environmental_factor,season,city
37,18,19.828,1.1804800895346112e-06,-2.035,9.773,NORMAL,NONE,0.0,rainy,Lagos
38,19,19.84,1.287012324692223e-06,-1.827,21.055,NORMAL,NONE,0.0,rainy,Lagos
39,19,21.02,1.3637607224592854e-06,-1.286,20.878,NORMAL,NONE,0.0,rainy,Lagos
40,20,21.095,1.3137320479438674e-06,-1.595,14.418,NORMAL,NONE,0.0,rainy,Lagos
41,20,20.935,1.4264261921876317e-06,-1.336,21.437,NORMAL,NONE,0.0,rainy,Lagos
42,21,19.968,1.1868871116446452e-06,-1.319,25.769,NORMAL,NONE,0.0,rainy,Lagos
43,21,20.686,1.2287454846636973e-06,-0.84,19.75,NORMAL,NONE,0.0,rainy,Lagos
44,22,20.593,1.746611584132075e-06,-1.671,18.121,NORMAL,NONE,0.0,rainy,Lagos
45,22,20.675,8.058129489793127e-06,-7.668,18.746,NORMAL,RAIN_ATTENUATION,1.81,rainy,Lagos
46,23,21.197,1.0683857305854435e-06,-0.966,13.231,NORMAL,NONE,0.0,rainy,Lagos
47,23,20.679,1.4204296233985578e-06,-1.666,8.539,NORMAL,NONE,0.0,rainy,Lagos
48,0,21.043,1.5486080603088489e-06,-0.943,12.329,NORMAL,NONE,0.0,rainy,Lagos
49,0,20.554,7.845136862798694e-06,-4.671,11.219,NORMAL,RAIN_ATTENUATION,1.1209,rainy,Lagos
50,1,20.731,1.1558101251854365e-06,-1.566,15.696,NORMAL,NONE,0.0,rainy,Lagos
51,1,21.005,1.2409866661128614e-06,-1.326,11.652,NORMAL,NONE,0.0,rainy,Lagos
52,2,19.334,1.266699345595804e-06,-0.524,10.735,NORMAL,NONE,0.0,rainy,Lagos
53,2,20.244,9.734194355297505e-07,-0.462,6.855,NORMAL,NONE,0.0,rainy,Lagos
54,3,20.124,1.0535099926382522e-06,-1.465,9.222,NORMAL,NONE,0.0,rainy,Lagos
55,3,19.989,1.1639524582146683e-06,-1.42,8.847,NORMAL,NONE,0.0,rainy,Lagos
56,4,20.28,8.786484871160275e-06,-5.277,7.183,NORMAL,RAIN_ATTENUATION,1.4383,rainy,Lagos
57,4,21.696,1.0393751443071492e-06,-1.923,8.648,NORMAL,NONE,0.0,rainy,Lagos
58,5,19.807,1.0655471198322674e-06,-1.333,10.098,NORMAL,NONE,0.0,rainy,Lagos
59,5,21.275,4.1674600132398365e-06,-6.629,7.947,NORMAL,RAIN_ATTENUATION,1.7055,rainy,Lagos
60,6,19.154,1.1714191507230402e-06,-1.343,8.616,NORMAL,NONE,0.0,rainy,Lagos
61,6,20.232,1.1680335011989256e-06,-1.917,11.965,NORMAL,NONE,0.0,rainy,Lagos
62,7,20.63,1.3506464254306658e-06,-2.295,13.254,NORMAL,NONE,0.0,rainy,Lagos
63,7,20.969,1.2466968071158898e-06,-2.536,14.71,NORMAL,NONE,0.0,rainy,Lagos
64,8,21.069,1.3822430849759584e-06,-2.059,15.388,NORMAL,NONE,0.0,rainy,Lagos
65,8,21.135,1.4536784879522174e-06,-1.729,11.165,NORMAL,NONE,0.0,rainy,Lagos
66,9,20.221,6.0622622866536275e-06,-7.164,11.399,NORMAL,RAIN_ATTENUATION,1.8392,rainy,Lagos
67,9,20.13,1.366431845908695e-06,-0.531,16.853,NORMAL,NONE,0.0,rainy,Lagos
68,10,21.186,7.339343333033679e-06,-3.987,10.955,NORMAL,RAIN_ATTENUATION,1.0132,rainy,Lagos
69,10,20.347,1.2000101271709697e-06,-1.981,6.871,NORMAL,NONE,0.0,rainy,Lagos
70,11,19.479,1.1134130359748584e-06,-1.326,13.57,NORMAL,NONE,0.0,rainy,Lagos
71,11,19.593,1.237979311400797e-06,-1.704,12.545,NORMAL,NONE,0.0,rainy,Lagos
72,12,19.764,1.2477418885999003e-06,-1.642,12.158,NORMAL,NONE,0.0,rainy,Lagos
73,12,20.898,1.5237392069252548e-06,-1.407,10.771,NORMAL,NONE,0.0,rainy,Lagos
74,13,20.614,1.4582427177118803e-06,-1.19,15.722,NORMAL,NONE,0.0,rainy,Lagos
75,13,17.052,1.8756838873917038e-05,-6.67,14.604,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
76,14,12.158,3.219998256700404e-05,-10.968,19.28,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
77,14,8.627,4.5913282335733656e-05,-17.071,14.766,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
78,15,8.0,6.714685771853321e-05,-28.0,12.775,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
79,15,7.253,6.157649535088284e-05,-28.0,11.666,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
80,16,7.865,6.288086042034967e-05,-28.0,13.634,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
81,16,6.97,4.9532484078154846e-05,-28.0,13.25,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
82,17,7.21,6.556463088934909e-05,-28.0,14.503,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
83,17,7.195,0.00021966691448034446,-28.0,10.957,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.9545,rainy,Lagos
84,18,6.543,5.333741589351314e-05,-28.0,11.129,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
85,18,7.89,5.717085115530032e-05,-28.0,11.042,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
86,19,7.124,7.389876387136693e-05,-28.0,21.731,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
87,19,7.51,7.237776094816497e-05,-28.0,23.995,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
88,20,22.885,4.9999999999999996e-06,-22.7,17.732,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
89,20,24.857,4.9999999999999996e-06,-17.4,17.841,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
90,21,27.032,4.9999999999999996e-06,-12.1,20.205,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
91,21,28.421,4.9999999999999996e-06,-6.8,18.414,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
92,22,30.161,4.9999999999999996e-06,-1.5,22.247,GENERATOR_FAILURE,POWER_INFRASTRUCTURE,0.0,rainy,Lagos
93,22,20.436,1.0704011845058932e-06,-1.273,11.994,NORMAL,NONE,0.0,rainy,Lagos
94,23,19.15,1.171577968258838e-06,-1.654,10.347,NORMAL,NONE,0.0,rainy,Lagos
95,23,19.342,1.2211814905646938e-06,-1.032,10.435,NORMAL,NONE,0.0,rainy,Lagos
96,0,19.442,1.235519278762452e-06,-2.416,7.359,NORMAL,NONE,0.0,rainy,Lagos
97,0,19.702,1.1553702502414453e-06,-1.668,10.073,NORMAL,NONE,0.0,rainy,Lagos
98,1,20.82,9.891933861025701e-07,-2.495,10.17,NORMAL,NONE,0.0,rainy,Lagos
99,1,19.776,1.2393594580456932e-06,-2.248,11.598,NORMAL,NONE,0.0,rainy,Lagos
100,2,20.197,1.266553823129732e-06,-0.818,9.958,NORMAL,NONE,0.0,rainy,Lagos
101,2,21.539,9.143429682690571e-07,-1.052,8.057,NORMAL,NONE,0.0,rainy,Lagos
102,3,20.215,1.1732934254794044e-06,-1.86,6.957,NORMAL,NONE,0.0,rainy,Lagos
103,3,21.09,1.0445192759027273e-06,-2.251,8.32,NORMAL,NONE,0.0,rainy,Lagos
104,4,19.753,1.0733769706504843e-06,-2.982,9.869,NORMAL,NONE,0.0,rainy,Lagos
105,4,20.336,9.662869608439736e-07,-1.772,7.034,NORMAL,NONE,0.0,rainy,Lagos
106,5,19.74,8.101802336375477e-06,-5.85,7.125,NORMAL,RAIN_ATTENUATION,1.8534,rainy,Lagos
107,5,20.229,1.2204048162274875e-06,-1.283,9.182,NORMAL,NONE,0.0,rainy,Lagos
108,6,21.172,1.269918629038525e-06,-1.78,11.557,NORMAL,NONE,0.0,rainy,Lagos
109,6,19.118,1.4078773926491936e-06,-1.267,13.295,NORMAL,NONE,0.0,rainy,Lagos
110,7,20.848,1.4754183693450557e-06,-2.28,15.565,NORMAL,NONE,0.0,rainy,Lagos
111,7,20.69,1.3779594416187041e-06,-1.649,17.424,NORMAL,NONE,0.0,rainy,Lagos
112,8,20.025,1.5501993574541487e-06,-1.45,12.909,NORMAL,NONE,0.0,rainy,Lagos
113,8,19.343,1.045068429905561e-05,-7.127,15.569,NORMAL,RAIN_ATTENUATION,1.8612,rainy,Lagos
114,9,20.558,1.429294439337212e-06,-1.105,15.052,NORMAL,NONE,0.0,rainy,Lagos
115,9,20.076,1.2808526341334185e-06,-1.328,12.439,NORMAL,NONE,0.0,rainy,Lagos
116,10,20.686,1.2079854979031045e-06,-1.166,8.873,NORMAL,NONE,0.0,rainy,Lagos
117,10,20.517,1.1163091412039668e-06,-1.844,13.371,NORMAL,NONE,0.0,rainy,Lagos
118,11,21.781,1.3187500721513825e-06,-1.051,11.298,NORMAL,NONE,0.0,rainy,Lagos
119,11,20.309,1.0586035652262163e-06,-0.686,9.955,NORMAL,NONE,0.0,rainy,Lagos
120,12,19.681,1.3585761431446251e-06,-1.985,13.579,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
121,12,20.523,1.2599779667543497e-06,-1.953,16.394,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
122,13,20.436,1.4555771337768821e-06,-0.851,8.554,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
123,13,21.227,1.4266094925801387e-06,-1.624,10.358,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
124,14,20.688,1.585401415863497e-06,-0.836,11.677,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
125,14,20.185,1.472077611083469e-06,-1.769,17.161,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
126,15,20.951,1.1553551693216113e-06,-0.83,12.565,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
127,15,18.709,8.478724189378167e-06,-6.303,13.535,DEGRADING,FIBRE_AGING,1.6005,rainy,Lagos
128,16,19.028,1.2513591368886223e-06,-1.448,9.72,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
129,16,18.679,1.3538064189160471e-06,-0.804,9.761,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
130,17,18.988,1.6213474119932069e-06,-1.777,12.896,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
131,17,18.079,1.5405040573077234e-06,-2.076,12.117,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
132,18,19.568,1.4041283485705505e-06,-1.839,13.097,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
133,18,18.762,1.3903539160271522e-06,-1.399,11.625,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
134,19,17.643,1.7807206213741816e-06,-2.417,20.09,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
135,19,17.888,5.930856302935467e-06,-3.848,19.706,DEGRADING,FIBRE_AGING,0.8411,rainy,Lagos
136,20,18.831,5.280733778649228e-06,-6.319,21.689,DEGRADING,FIBRE_AGING,1.4654,rainy,Lagos
137,20,19.131,1.892929363903379e-06,-1.089,21.782,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
138,21,19.937,2.0383649331993644e-06,-2.87,14.016,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
139,21,20.551,1.9836616520003193e-06,-2.076,12.009,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
140,22,18.432,1.5900543107618738e-06,-2.535,22.406,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
141,22,17.188,1.9878288089803578e-06,-2.115,23.001,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
142,23,16.154,1.7366440287879093e-06,-1.587,9.959,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
143,23,17.954,1.8016668342447233e-06,-1.81,8.28,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
144,0,16.97,1.969945161798145e-06,-1.857,12.198,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
145,0,17.168,1.552411406783431e-06,-1.82,13.862,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
146,1,16.89,1.7530675889770673e-06,-1.648,15.595,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
147,1,17.147,1.9189087587352028e-06,-2.263,13.033,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
148,2,17.993,1.5811878048589744e-06,-1.415,7.88,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
149,2,17.146,1.9354024971897788e-06,-1.447,7.15,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
150,3,16.773,1.839782514171671e-06,-1.595,8.416,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
151,3,15.951,1.9154310704710877e-06,-1.519,7.981,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
152,4,15.32,8.367285275695366e-06,-6.085,6.979,DEGRADING,FIBRE_AGING,1.4754,rainy,Lagos
153,4,16.151,1.959886478516351e-06,-0.799,11.268,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
154,5,16.377,2.011394928046816e-06,-1.87,10.899,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
155,5,17.714,1.945150826174814e-06,-1.99,9.99,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
156,6,16.284,2.0921281071238437e-06,-2.222,10.158,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
157,6,16.846,2.120441188713807e-06,-2.371,13.71,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
158,7,15.541,2.1180384250544014e-06,-2.487,17.263,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
159,7,14.872,2.2365262142082732e-06,-2.319,16.751,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
160,8,14.928,2.2598670257162886e-06,-1.919,18.849,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
161,8,15.0,2.3546079900946617e-06,-1.726,17.252,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
162,9,17.163,2.459976800592159e-06,-1.878,17.524,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
163,9,14.683,2.21227323717885e-06,-2.296,17.256,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
164,10,15.891,2.240998916361651e-06,-1.472,12.682,DEGRADING,FIBRE_AGING,0.0,rainy,Lagos
165,10,8.0,0.00012288873328595386,-25.0,8.433,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
166,11,8.0,0.00011073847062712462,-25.0,12.167,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
167,11,8.0,0.00011146649989625808,-25.0,10.888,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
168,12,8.0,0.00012187452900853653,-25.0,10.856,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
169,12,8.0,0.0001271196267000575,-25.0,17.668,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
170,13,8.0,0.00012307198415003213,-25.0,17.777,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
171,13,8.0,0.0005135193167253273,-25.0,16.926,FIBER_CUT,PHYSICAL_CUT,1.893,rainy,Lagos
172,14,8.0,0.00013079780209016912,-25.0,14.387,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
173,14,8.0,0.00013190346642140738,-25.0,16.906,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
174,15,8.0,0.00031740534221631436,-25.0,12.024,FIBER_CUT,PHYSICAL_CUT,1.619,rainy,Lagos
175,15,8.0,0.00013996591860207652,-25.0,12.406,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
176,16,8.0,0.00012596902986680372,-25.0,9.813,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
177,16,8.0,0.00011637886624760092,-25.0,12.794,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
178,17,8.0,0.00013922552616910285,-25.0,12.121,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
179,17,8.0,0.00028225389659203374,-25.0,9.395,FIBER_CUT,PHYSICAL_CUT,1.679,rainy,Lagos
180,18,8.0,0.00013264728266605818,-25.0,11.898,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
181,18,8.0,0.00014105730410916316,-25.0,11.841,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
182,19,8.0,0.00013486373130437574,-25.0,24.952,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
183,19,8.0,0.00013858814005843578,-25.0,22.061,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
184,20,8.0,0.00013727079885274425,-25.0,19.237,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
185,20,8.0,0.00014428221871181694,-25.0,19.996,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
186,21,8.0,0.00015436538356332238,-25.0,19.341,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
187,21,8.0,0.00015617415246825194,-25.0,18.551,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
188,22,8.0,0.0001555891740911656,-25.0,15.736,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
189,22,8.0,0.00014462808563597498,-25.0,18.717,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
190,23,8.0,0.00013013937938020413,-25.0,10.508,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
191,23,8.0,0.00014552612151234228,-25.0,9.499,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
192,0,8.0,0.00014356934379817,-25.0,13.022,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
193,0,8.0,0.00015035631463029966,-25.0,12.783,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
194,1,8.0,0.0005623959981439036,-25.0,8.427,FIBER_CUT,PHYSICAL_CUT,1.5333,rainy,Lagos
195,1,8.0,0.0001508294485923521,-25.0,11.755,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
196,2,8.0,0.0001493047186610296,-25.0,9.794,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
197,2,8.0,0.00014763774142022136,-25.0,9.883,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
198,3,8.0,0.00015046234941024788,-25.0,9.836,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
199,3,8.0,0.00014499476438050262,-25.0,8.454,FIBER_CUT,PHYSICAL_CUT,0.0,rainy,Lagos
